epoch,quantizer,tensor_type,bitwidth,log2_t,frac,bounded_range,sqnr_db,clip_rate
1,features.10.conv.1.0.bias_quantizer,weight,8,6.4531,0,,18.63,0.0026
1,features.10.conv.1.0.act_quantizer,act,8,5.3732,1,"(0.0, None)",,
1,features.10.conv.2.weight_quantizer,weight,8,-0.0955,7,,35.16,0.0
1,features.10.conv.2.bias_quantizer,weight,8,3.6391,3,,42.6,0.0
1,features.10.conv.2.act_quantizer,act,8,4.8706,2,,,
1,features.11.conv.0.0.weight_quantizer,weight,8,-1.0287,8,,38.91,0.0
1,features.11.conv.0.0.bias_quantizer,weight,8,5.3175,1,,29.86,0.0
1,features.11.conv.0.0.act_quantizer,act,8,5.0001,1,"(0.0, None)",,
1,features.11.conv.1.0.weight_quantizer,weight,8,-0.7709,7,,36.25,0.0
1,features.11.conv.1.0.bias_quantizer,weight,8,4.833,2,,34.53,0.0
1,features.11.conv.1.0.act_quantizer,act,8,4.9664,2,"(0.0, None)",,
1,features.11.conv.2.weight_quantizer,weight,8,-1.0,8,,39.38,0.00011
1,features.11.conv.2.bias_quantizer,weight,8,4.9621,2,,39.62,0.0
1,features.11.conv.2.act_quantizer,act,8,4.8265,2,,,
1,features.12.conv.0.0.weight_quantizer,weight,8,-0.7787,7,,34.42,0.0
1,features.12.conv.0.0.bias_quantizer,weight,8,4.2607,2,,36.57,0.0
1,features.12.conv.0.0.act_quantizer,act,8,5.5485,1,"(0.0, None)",,
1,features.12.conv.1.0.weight_quantizer,weight,8,-0.595,7,,38.3,0.0
1,features.12.conv.1.0.bias_quantizer,weight,8,3.7648,3,,38.3,0.0
1,features.12.conv.1.0.act_quantizer,act,8,5.4941,1,"(0.0, None)",,
1,features.12.conv.2.weight_quantizer,weight,8,-1.0,7,,34.55,0.0
1,features.12.conv.2.bias_quantizer,weight,8,3.8044,3,,42.79,0.0
1,features.12.conv.2.act_quantizer,act,8,4.9505,2,,,
1,features.13.conv.0.0.weight_quantizer,weight,8,-0.672,7,,34.49,0.0
1,features.13.conv.0.0.bias_quantizer,weight,8,5.1726,1,,32.3,0.0
1,features.13.conv.0.0.act_quantizer,act,8,5.6741,1,"(0.0, None)",,
1,features.13.conv.1.0.weight_quantizer,weight,8,-0.4827,7,,38.76,0.0
1,features.13.conv.1.0.bias_quantizer,weight,8,4.3879,2,,36.62,0.0
1,features.13.conv.1.0.act_quantizer,act,8,6.2296,0,"(0.0, None)",,
1,features.13.conv.2.weight_quantizer,weight,8,-0.4743,7,,35.15,0.0
1,features.13.conv.2.bias_quantizer,weight,8,4.2663,2,,39.74,0.0
1,features.13.conv.2.act_quantizer,act,8,5.5898,1,,,
1,features.14.conv.0.0.weight_quantizer,weight,8,-1.4412,8,,37.3,0.0
1,features.14.conv.0.0.bias_quantizer,weight,8,5.9977,1,,30.39,0.00174
1,features.14.conv.0.0.act_quantizer,act,8,5.9994,1,"(0.0, None)",,
1,features.14.conv.1.0.weight_quantizer,weight,8,-1.4125,8,,44.09,0.0
1,features.14.conv.1.0.bias_quantizer,weight,8,5.0108,1,,32.28,0.0
1,features.14.conv.1.0.act_quantizer,act,8,5.1348,1,"(0.0, None)",,
1,features.14.conv.2.weight_quantizer,weight,8,-1.676,8,,38.81,0.0
1,features.14.conv.2.bias_quantizer,weight,8,4.5981,2,,40.39,0.0
1,features.14.conv.2.act_quantizer,act,8,4.0906,2,,,
1,features.15.conv.0.0.weight_quantizer,weight,8,-0.854,7,,33.02,0.0
1,features.15.conv.0.0.bias_quantizer,weight,8,4.1557,2,,37.34,0.0
1,features.15.conv.0.0.act_quantizer,act,8,6.1717,0,"(0.0, None)",,
1,features.15.conv.1.0.weight_quantizer,weight,8,-1.0,7,,37.79,0.0
1,features.15.conv.1.0.bias_quantizer,weight,8,4.6502,2,,20.0,0.00104
1,features.15.conv.1.0.act_quantizer,act,8,5.4235,1,"(0.0, None)",,
1,features.15.conv.2.weight_quantizer,weight,8,-0.9017,7,,33.15,0.0
1,features.15.conv.2.bias_quantizer,weight,8,3.385,3,,40.34,0.0
1,features.15.conv.2.act_quantizer,act,8,4.8599,2,,,
1,features.16.conv.0.0.weight_quantizer,weight,8,-0.3196,7,,33.84,1e-05
1,features.16.conv.0.0.bias_quantizer,weight,8,5.0,1,,34.91,0.0
1,features.16.conv.0.0.act_quantizer,act,8,5.8992,1,"(0.0, None)",,
1,features.16.conv.1.0.weight_quantizer,weight,8,-0.0118,7,,36.05,0.00046
1,features.16.conv.1.0.bias_quantizer,weight,8,5.0,1,,36.36,0.0
1,features.16.conv.1.0.act_quantizer,act,8,4.2722,2,"(0.0, None)",,
1,features.16.conv.2.weight_quantizer,weight,8,-0.3553,7,,34.74,3e-05
1,features.16.conv.2.bias_quantizer,weight,8,4.4462,2,,40.22,0.0
1,features.16.conv.2.act_quantizer,act,8,4.5861,2,,,
1,features.17.conv.0.0.weight_quantizer,weight,8,-1.275,8,,36.14,1e-05
1,features.17.conv.0.0.bias_quantizer,weight,8,4.2887,2,,34.42,0.0
1,features.17.conv.0.0.act_quantizer,act,8,5.8659,1,"(0.0, None)",,
1,features.17.conv.1.0.weight_quantizer,weight,8,-1.0225,8,,41.73,0.00023
1,features.17.conv.1.0.bias_quantizer,weight,8,4.0002,2,,34.18,0.0
1,features.17.conv.1.0.act_quantizer,act,8,3.0,3,"(0.0, None)",,
1,features.17.conv.2.weight_quantizer,weight,8,-2.0,8,,36.62,1e-05
1,features.17.conv.2.bias_quantizer,weight,8,3.739,3,,40.25,0.0
1,features.17.conv.2.act_quantizer,act,8,4.5156,2,,,
